data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65
1,0.037344398340249,0.0620689655172414,0.0588235294117647,0,0.142857142857143,0.3,0.698130573563677,0.829156611295352,0.267317305403475,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0788381742738589,0.131034482758621,0.0588235294117647,0,0.142857142857143,0.2,0.884800308226598,0.790932442471939,0.176862651749583,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0663900414937759,0.103448275862069,0.117647058823529,0,0.285714285714286,0,0.699350637188925,0.750377531647097,0.358724113306356,0.285713104684366,0.0238095238095238,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0497925311203319,0.0758620689655172,0.117647058823529,0,0.142857142857143,0,0.634625726753921,0.847690865919241,0.292797349837414,0.00429729546510494,0.0042989417989418,0,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0.1,0.333333333333333,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0705394190871369,0.110344827586207,0.117647058823529,0,0.428571428571429,0.2,0.877351498725085,0.838717509213745,0.149250178528922,0.285713104684366,0.000496031746031746,0.00595238095238095,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.0769230769230769,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207766653162799,0,0,0
0,0.0622406639004149,0.096551724137931,0.117647058823529,0,0.142857142857143,0,0.652153439054337,0.790699368271796,0.183527731492502,0.00595073735240964,0.00595238095238095,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.0769230769230769,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.0896551724137931,0.117647058823529,0,0.142857142857143,0,0.708856966269001,0.850371219220883,0.13306355629612,0.142855725621239,0.0238095238095238,0.0238095238095238,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0
0,0.112033195020747,0.179310344827586,0.176470588235294,0,0.142857142857143,0,0.717266308317564,0.840232491514673,0.251130683170674,0.142855725621239,0.000496031746031746,0,0,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.230769230769231,0.15,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
0,0.103734439834025,0.0827586206896552,0.117647058823529,0,0.142857142857143,0,0.863160232347202,0.831254279096637,0.183527731492502,0.00595073735240964,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.103734439834025,0.0551724137931034,0.117647058823529,0,0.285714285714286,0,0.610096026498938,0.812841417285359,0.723171070380142,0.0178538654991162,9.92063492063492e-05,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178554894179894,0,0
0,0.286307053941909,0.110344827586207,0.176470588235294,0,0.142857142857143,0,0.587492742494346,0.840232491514673,0.378967309370859,0.285713104684366,0.000496031746031746,0.000496031746031746,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.384615384615385,0.25,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496031746031746,0,0
0,0.302904564315353,0.110344827586207,0.176470588235294,0,0.142857142857143,0,0.587492742494346,0.840232491514673,0.378967309370859,0.285711451242479,0.000496031746031746,0.000496031746031746,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.384615384615385,0.25,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494378306878307,0,0
0,0.145228215767635,0.0758620689655172,0.176470588235294,0,0,0,0,0,0,0.0476174729124883,0.0476190476190476,9.92063492063492e-05,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.096551724137931,0.117647058823529,0,0.142857142857143,0.4,0.690039625312033,0.82053286589007,0.150440371340157,0.00099041169049552,0.000992063492063492,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.170124481327801,0.275862068965517,0.176470588235294,0,0.142857142857143,0,0.717266308317564,0.840232491514673,0.251130683170674,0.142852418737465,0.000496031746031746,0,0,0.277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.230769230769231,0.15,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
0,0.0705394190871369,0.110344827586207,0.117647058823529,0,0.285714285714286,0,0.702885075892788,0.793379721573438,0.28494207728326,0.0476174729124883,0.0476190476190476,0.0476190476190476,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0746887966804979,0.117241379310345,0.117647058823529,0,0.285714285714286,0,0.628522733049536,0.750027920346883,0.443703880028565,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
0,0.0580912863070539,0.0896551724137931,0.117647058823529,0,0.142857142857143,0.1,0.753164540028002,0.813191028585573,0.210436007299923,0.0119031281467066,0.0119047619047619,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04149377593361,0.0620689655172414,0.117647058823529,0,0.285714285714286,0,0,0,0,0.142855725621239,0.000992063492063492,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0995850622406639,0.0551724137931034,0.117647058823529,0,0.571428571428571,0.2,0.610545523624029,0.837547282500492,0.273268269459652,0.00297288851337386,3.30687830687831e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0
0,0.0788381742738589,0.124137931034483,0.117647058823529,0,0.142857142857143,0.1,0.764977217452256,0.814472936686358,0.888369832579618,0.142855725621239,0.142857142857143,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0
0,0.0580912863070539,0.0896551724137931,0.117647058823529,0,0.142857142857143,0.2,0.783856096706091,0.846408957818456,0.411330635562961,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
0,0.0746887966804979,0.117241379310345,0.117647058823529,0,0,0,0,0,0,0.285713104684366,0.00595238095238095,0,0,0.166666666666667,0.4,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.1,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0829875518672199,0.131034482758621,0.176470588235294,0,0,0,0,0,0,1,1,0,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0995850622406639,0.158620689655172,0.117647058823529,0,0.142857142857143,0,0.744492991323095,0.845826272318099,0.178290883123066,0.285713104684366,0.0238095238095238,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.219917012448133,0.096551724137931,0.176470588235294,0,0.285714285714286,0,0.657293224633526,0.844427827117243,0.202580734745769,0.00148644425668693,4.96031746031746e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0663900414937759,0.110344827586207,0.117647058823529,0,0.142857142857143,0,0.609068604498729,0.761803023166632,0.545594302943817,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0497925311203319,0.0758620689655172,0.117647058823529,0,0.142857142857143,0,0.688755347811772,0.816687141587714,0.145679600095215,0.00297454195526117,0.00297619047619048,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0,0
1,0.024896265560166,0.0413793103448276,0.0588235294117647,0,0.142857142857143,0,0.914726649560822,0,0.200676426247793,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
1,0.029045643153527,0.0482758620689655,0.0588235294117647,0,0.142857142857143,0,0.914726649560822,0,0.200676426247793,0.00099041169049552,0.000992063492063492,0,0.0625,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063492,0
0,0.0954356846473029,0.096551724137931,0.117647058823529,0,0.142857142857143,0,0.599819130918705,0.847690865919241,0.163532492263747,0.000494379124304108,0.000496031746031746,0.000496031746031746,0,0.166666666666667,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0705394190871369,0.110344827586207,0.176470588235294,0,0,0,0,0,0,0.428568830305606,0.00595238095238095,0.00595238095238095,0,0.666666666666667,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.307692307692308,0.2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238095,0,0
0,0.0622406639004149,0.096551724137931,0.117647058823529,0,0.285714285714286,0,0.79162597558267,0.75061060584724,0.179243037372054,0.285713104684366,0.0119047619047619,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0539419087136929,0.0827586206896552,0.117647058823529,0,0.285714285714286,0.1,0.673087162308589,0.828923537095209,0.174244227564866,0.285713104684366,0.000198412698412698,0,0,0.166666666666667,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.230769230769231,0.2,0.333333333333333,0,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0
0,0.236514522821577,0.144827586206897,0.176470588235294,0,0.285714285714286,0,0.607591685373429,0.829506222595566,0.540119416012135,0.00595073735240964,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0912863070539419,0.144827586206897,0.117647058823529,0,0.285714285714286,0,0.725231504397327,0.841980548015744,0.193773307942627,0.285713104684366,0.0119047619047619,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0912863070539419,0.144827586206897,0.117647058823529,0,0.142857142857143,0.1,0.800682807537655,0.849322385320241,0.212816392922394,0.142855725621239,0.0238095238095238,0.0238095238095238,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0,0
1,0.029045643153527,0.0482758620689655,0.0588235294117647,0,0.142857142857143,0,0.914662435685809,0,0.200438387685546,0.000295966097827543,0.000297619047619048,0,0.4375,0.166666666666667,0,0.5,0.3,0,1,0.571428571428571,0.5,0.461538461538462,0,0,0,0,0.571428571428571,0.333333333333333,0.75,0.5,0.230769230769231,0.15,0.333333333333333,0,1,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297619047619048,0.00138985406532314
0,0.045643153526971,0.0758620689655172,0.176470588235294,0,0.142857142857143,0,0.653311964382717,0.790699368271796,0.188060382448697,0.142855725621239,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0912863070539419,0.151724137931034,0.0588235294117647,0,0,0,0,0,0,0.00099041169049552,0.000992063492063492,0.000992063492063492,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.0769230769230769,0.05,0.333333333333333,0,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.161825726141079,0.110344827586207,0.176470588235294,0,0.142857142857143,0.1,0.684198838263992,0.842097085115815,0.563447195112349,0.0476174729124883,0.0476190476190476,0,0,0.111111111111111,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16597510373444,0.0827586206896552,0.176470588235294,0,0.285714285714286,0,0.584924187493824,0.82391244179214,0.19520153931611,9.75530713509778e-05,8.26719576719577e-06,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92063492063492e-05,0,0
0,0.0663900414937759,0.103448275862069,0.117647058823529,0,0.285714285714286,0,0.699738596017148,0.836265374399707,0.186384194239467,0.0238079097353005,0.0238095238095238,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0954356846473029,0.096551724137931,0.117647058823529,0,0.142857142857143,0,0.767417344702752,0.82647625799371,0.263270649845275,0.0238079097353005,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.0896551724137931,0.117647058823529,0,0.142857142857143,0,0.719963291068112,0.787086718169583,0.174244227564866,0.00297454195526117,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0539419087136929,0.0896551724137931,0.0588235294117647,0,0,0,0,0,0,0.00099041169049552,0.000992063492063492,0.000992063492063492,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.166666666666667,0.0769230769230769,0.05,0.333333333333333,0,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.116182572614108,0.186206896551724,0.117647058823529,0,0,0,0,0,0,0.00099041169049552,0.000992063492063492,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0954356846473029,0.096551724137931,0.176470588235294,0,0.285714285714286,0,0.666537347057259,0.821581699790712,0.410854558438467,0.0178555189410035,0.0178571428571429,0.00148809523809524,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0871369294605809,0.144827586206897,0.117647058823529,0,0.142857142857143,0,0.677327953637596,0.837780356700635,0.363732841387045,0.00595073735240964,0.000496031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.0896551724137931,0.117647058823529,0,0.142857142857143,0,0.866437815551012,0.833351946897922,0.195677616440604,0.285713104684366,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0539419087136929,0.0827586206896552,0.117647058823529,0,0.285714285714286,0,0.727671631647823,0.802124859791331,0.463709037530821,0.285713104684366,0.00595238095238095,0.00595238095238095,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.120331950207469,0.0620689655172414,0.176470588235294,0,0.428571428571429,0,0,0,0,0.285713104684366,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.116182572614108,0.186206896551724,0.117647058823529,0,0.142857142857143,0,0.79162597558267,0.77251958066066,0.179243037372054,0.285713104684366,0.00595238095238095,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0580912863070539,0.096551724137931,0.117647058823529,0,0.142857142857143,0,0.6837493411389,0.8450105126176,0.214006585733629,0.00595073735240964,0.00595238095238095,0,0,0.0555555555555556,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.128630705394191,0.206896551724138,0.117647058823529,0,0.142857142857143,0.1,0.750339129527428,0.8450105126176,0.199962310561051,0.00297454195526117,3.30687830687831e-05,0,0,0.111111111111111,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496031746031746,0,0
0,0.112033195020747,0.124137931034483,0.176470588235294,0,0,0,0,0,0,0.142855725621239,0.0238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0663900414937759,0.103448275862069,0.176470588235294,0,0,0,0,0,0,0.00595073735240964,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
